#seq_name	length	coverage
contig_2172	7105	1
contig_2173	7090	1
contig_2174	7096	1
contig_2175	7088	1
contig_2176	7077	1
contig_2177	7074	1
contig_2178	7068	2
contig_2179	7066	1
contig_218	6459	1
contig_2180	7066	1
contig_2181	7064	1
contig_2182	7061	1
contig_2183	7056	1
contig_2184	7053	1
contig_2185	5224	1
contig_2186	2518	1
contig_2187	7039	1
contig_2188	7020	1
contig_2189	7018	1
contig_219	100778	1
contig_2190	7007	1
contig_2191	7004	1
contig_2192	7000	1
contig_2193	6992	1
contig_2194	6991	1
contig_2195	6991	1
contig_2196	6990	1
contig_2197	6378	2
contig_2198	6977	1
contig_2199	6971	1
contig_22	35941	1
contig_220	100562	1
contig_2200	6969	1
contig_2201	6967	1
contig_2202	6965	1
contig_2203	6938	1
contig_2204	6931	1
contig_2205	6907	1
contig_2206	6903	1
contig_2207	6900	1
contig_2208	6890	1
contig_2209	6884	1
contig_221	100082	1
contig_2210	6854	1
contig_2211	6846	1
contig_2212	6842	1
contig_2213	6836	1
contig_2214	6829	1
contig_2215	6826	1
contig_2216	6818	1
contig_2217	6795	1
contig_2218	6794	1
contig_2219	6786	1
contig_222	98852	1
contig_2220	6784	1
contig_2221	6753	1
contig_2222	6749	1
contig_2223	6748	1
contig_2224	6741	1
contig_2225	6734	1
contig_2226	6731	1
contig_2227	3289	1
contig_2228	3272	1
contig_2229	6705	1
contig_223	98687	1
contig_2230	6700	1
contig_2231	6696	1
contig_2232	6690	1
contig_2233	6689	1
contig_2234	6686	1
contig_2235	6685	1
contig_2236	6683	1
contig_2237	5148	1
contig_2238	1087	1
contig_2239	6675	1
contig_224	95863	2
contig_2240	6673	1
contig_2241	6664	1
contig_2242	6660	2
contig_2243	6659	1
contig_2244	6644	1
contig_2245	6634	1
contig_2246	6625	1
contig_2247	6623	1
contig_2248	6613	1
contig_2249	6616	1
contig_225	98453	1
contig_2250	6605	1
contig_2251	6604	1
contig_2252	6595	1
contig_2253	6591	1
contig_2254	6590	1
contig_2255	6593	1
contig_2256	6583	1
contig_2257	6580	1
contig_2258	6576	1
contig_2259	6575	1
contig_226	19330	1
contig_2260	6571	2
contig_2261	6566	1
contig_2262	6560	1
contig_2263	6553	1
contig_2264	6543	1
contig_2265	6542	1
contig_2266	6536	1
contig_2267	6516	1
contig_2268	6489	1
contig_2269	6478	1
contig_227	1037	1
contig_2270	6476	1
contig_2271	6470	1
contig_2272	6463	1
contig_2273	6459	1
contig_2274	6455	1
contig_2275	6452	1
contig_2276	6450	1
contig_2277	6450	1
contig_2278	6441	1
contig_2279	6432	1
contig_228	93777	1
contig_2280	6419	1
contig_2281	6417	1
contig_2282	6417	1
contig_2283	6415	1
contig_2284	6413	1
contig_2285	6410	1
contig_2286	6408	1
contig_2287	6407	1
contig_2288	6404	1
contig_2289	6392	1
contig_229	93763	1
contig_2290	6389	1
contig_2291	6384	1
contig_2292	6383	1
contig_2293	6366	1
contig_2294	6363	1
contig_2295	6362	1
contig_2296	6358	1
contig_2297	6357	1
contig_2298	6346	1
contig_2299	6345	1
contig_23	3312	1
contig_230	93564	1
contig_2300	6339	1
contig_2301	6336	1
contig_2302	6334	1
contig_2303	6332	1
contig_2304	6326	1
contig_2305	6325	1
contig_2306	6324	1
contig_2307	6319	1
contig_2308	6303	1
contig_2309	6299	1
contig_231	15735	1
contig_2310	2491	1
contig_2311	2867	2
contig_2312	1953	1
contig_2313	6294	1
contig_2314	6280	1
contig_2316	1923	1
contig_2317	5333	2
contig_2318	1115	1
contig_2319	6277	1
contig_2320	6269	1
contig_2321	6263	1
contig_2322	6259	1
contig_2323	6257	1
contig_2324	6246	1
contig_2325	1657	1
contig_2326	4265	1
contig_2327	6236	1
contig_2328	6225	1
contig_2329	6214	1
contig_233	90220	1
contig_2330	6191	1
contig_2331	6186	1
contig_2332	6184	1
contig_2333	6180	1
contig_2334	6172	1
contig_2335	6171	1
contig_2336	6166	1
contig_2337	6162	1
contig_2338	6159	1
contig_2339	6158	1
contig_234	2704	1
contig_2340	6146	1
contig_2341	6143	1
contig_2342	6140	1
contig_2343	6134	1
contig_2344	6133	1
contig_2345	6125	1
contig_2346	6124	1
contig_2347	6122	1
contig_2348	6109	1
contig_2349	6093	1
contig_235	9808	1
contig_2350	6083	1
contig_2351	6079	1
contig_2352	6074	1
contig_2353	6074	1
contig_2354	6073	1
contig_2355	6061	1
contig_2356	6059	1
contig_2357	6056	1
contig_2358	6046	1
contig_2359	6043	1
contig_236	6152	2
contig_2360	6038	1
contig_2361	6025	1
contig_2362	6005	1
contig_2363	6004	1
contig_2364	6004	1
contig_2365	5995	1
contig_2366	5986	1
contig_2367	5985	1
contig_2368	5984	1
contig_2369	5984	1
contig_237	7504	1
contig_2370	5982	1
contig_2371	5972	1
contig_2372	5971	1
contig_2373	5968	1
contig_2374	5968	1
contig_2375	5965	1
contig_2376	5952	1
contig_2377	5932	1
contig_2378	5930	1
contig_2379	5923	1
contig_238	7611	1
contig_2380	5919	2
contig_2381	5917	1
contig_2382	5912	1
contig_2383	5906	1
contig_2384	5906	1
contig_2385	5905	1
contig_2386	5904	1
contig_2387	5888	1
contig_2388	5883	1
contig_2389	5881	1
contig_239	2709	6
contig_2390	5876	1
contig_2391	5856	1
contig_2392	5850	1
contig_2393	5847	1
contig_2394	5844	1
contig_2395	5844	1
contig_2396	5831	1
contig_2397	5833	1
contig_2398	5825	1
contig_2399	5822	1
contig_24	25123	1
contig_240	5290	1
contig_2400	5821	1
contig_2401	5801	1
contig_2402	5801	1
contig_2403	5796	1
contig_2404	5793	1
contig_2405	5793	1
contig_2406	5787	1
contig_2407	5784	1
contig_2408	5781	1
contig_2409	5774	1
contig_241	109653	1
contig_2410	5759	1
contig_2411	5758	1
contig_2412	5758	1
contig_2413	5756	1
contig_2414	5755	1
contig_2415	5754	1
contig_2416	5751	1
contig_2417	5748	1
contig_2418	5747	1
contig_2419	5743	1
contig_242	10481	1
contig_2420	5739	1
contig_2421	5739	1
contig_2422	5731	1
contig_2423	5725	1
contig_2424	5721	1
contig_2425	5721	1
contig_2426	5718	1
contig_2427	5716	1
contig_2428	5710	1
contig_2429	5697	1
contig_243	2312	1
contig_2430	5694	1
contig_2431	5681	1
contig_2432	5672	1
contig_2433	5667	1
contig_2434	5666	1
contig_2435	5659	1
contig_2436	5656	1
contig_2437	5651	1
contig_2438	1438	1
contig_2439	3514	1
contig_244	4748	1
contig_2440	5646	1
contig_2441	5644	1
contig_2442	5641	1
contig_2443	5638	1
contig_2444	5636	1
contig_2445	5629	1
contig_2446	5619	1
contig_2447	5619	1
contig_2448	5617	1
contig_2449	5606	1
contig_245	2985	1
contig_2450	5598	1
contig_2451	5591	1
contig_2452	5590	1
contig_2453	5589	1
contig_2454	5588	1
contig_2455	5587	1
contig_2456	5578	1
contig_2457	5565	1
contig_2458	5560	1
contig_2459	5559	1
contig_246	53501	1
contig_2460	5558	1
contig_2461	5558	1
contig_2462	5550	1
contig_2463	5550	1
contig_2464	5547	1
contig_2465	5546	1
contig_2466	5545	1
contig_2467	5537	1
contig_2468	5534	1
contig_2469	5534	1
contig_247	32867	1
contig_2470	5528	1
contig_2471	5522	1
contig_2472	5521	1
contig_2473	5507	1
contig_2474	5503	1
contig_2475	5501	1
contig_2476	5501	1
contig_2477	5498	1
contig_2478	5496	1
contig_2479	5491	1
contig_248	9973	1
contig_2480	5490	1
contig_2481	5489	1
contig_2482	5487	1
contig_2483	5483	1
contig_2484	5483	1
contig_2485	5478	1
contig_2486	5474	1
contig_2487	5472	1
contig_2488	5471	1
contig_2489	5469	1
contig_249	23072	4
contig_2490	5463	1
contig_2491	5459	1
contig_2492	5454	1
contig_2493	5452	1
contig_2494	5447	1
contig_2495	5445	1
contig_2496	5437	1
contig_2497	5435	1
contig_2498	5434	1
contig_2499	5429	1
contig_25	27594	1
contig_250	1296	1
contig_2500	5422	1
contig_2501	5407	1
contig_2502	5397	1
contig_2503	5394	1
contig_2504	5389	1
contig_2505	5382	1
contig_2506	5372	1
contig_2507	5363	1
contig_2508	5363	1
contig_2509	5360	1
contig_251	88114	1
contig_2510	5359	1
contig_2511	5358	1
contig_2512	5355	1
contig_2513	1126	1
contig_2514	3176	1
contig_2515	5346	1
contig_2516	5342	1
contig_2517	5332	1
contig_2518	5330	1
contig_2519	5323	1
contig_252	20045	1
contig_2520	5319	1
contig_2521	5317	1
contig_2522	5314	1
contig_2523	5310	1
contig_2524	1348	1
contig_2525	2952	1
contig_2526	5302	1
contig_2527	5301	1
contig_2528	5299	1
contig_2529	5297	1
contig_253	86418	1
contig_2530	5295	1
contig_2531	5290	1
contig_2532	1198	1
contig_2533	5271	1
contig_2534	5266	1
contig_2535	5260	1
contig_2536	5260	1
contig_2537	5258	1
contig_2538	5255	1
contig_2539	5252	1
contig_254	86485	1
contig_2540	5249	1
contig_2541	5249	1
contig_2542	5244	1
contig_2543	5235	1
contig_2544	5233	1
contig_2545	5228	1
contig_2546	5216	1
contig_2547	5213	1
contig_2548	5205	1
contig_2549	5198	1
contig_255	6114	1
contig_2550	5198	1
contig_2551	5196	1
contig_2552	5189	1
contig_2553	5187	1
contig_2554	5169	1
contig_2555	5162	1
contig_2556	5161	1
contig_2557	5161	1
contig_2558	4006	2
contig_2559	5159	1
contig_256	16026	1
contig_2560	5150	1
contig_2561	5134	1
contig_2562	5129	1
contig_2563	5115	1
contig_2564	5106	1
contig_2565	5104	1
contig_2566	5103	1
contig_2567	5100	1
contig_2568	5099	1
contig_2569	5098	1
contig_257	108535	2
contig_2570	5096	1
contig_2571	5092	1
contig_2572	5085	1
contig_2573	5078	1
contig_2574	5076	1
contig_2575	5076	1
contig_2576	5071	1
contig_2577	5068	1
contig_2578	5062	1
contig_2579	5057	1
contig_258	8920	1
contig_2580	5054	1
contig_2581	5053	1
contig_2582	5046	1
contig_2583	5040	1
contig_2584	5038	1
contig_2585	5038	1
contig_2586	5021	1
contig_2587	5022	1
contig_2588	5018	1
contig_2589	5016	1
contig_259	10132	1
contig_2590	5013	1
contig_2591	5001	2
contig_2592	4997	1
contig_2593	4992	1
contig_2594	4985	1
contig_2595	4965	1
contig_2596	4057	2
contig_2597	4960	1
contig_2598	4955	1
contig_2599	4950	1
contig_26	29225	1
contig_260	4478	1
contig_2600	4941	1
contig_2601	4941	1
contig_2602	4940	1
contig_2603	4932	1
contig_2604	4930	1
contig_2605	4929	1
contig_2606	4929	1
contig_2607	4925	1
contig_2608	4922	1
contig_2609	4921	1
contig_261	27926	1
contig_2610	4917	1
contig_2611	4910	1
contig_2612	4906	1
contig_2613	4902	1
contig_2614	4901	1
contig_2615	4898	1
contig_2616	4894	1
contig_2617	4889	1
contig_2618	4887	1
contig_2619	4885	1
contig_262	8859	1
contig_2620	4883	1
contig_2621	4882	1
contig_2622	4869	1
contig_2623	4867	1
contig_2624	4856	1
contig_2625	4844	1
contig_2626	4844	1
contig_2627	4842	1
contig_2628	4841	1
contig_2629	4840	1
contig_263	23680	1
contig_2630	4838	1
contig_2631	4838	1
contig_2632	4830	1
contig_2633	4828	1
contig_2634	4827	1
contig_2635	4825	1
contig_2636	4824	1
contig_2637	4823	1
contig_2638	4823	1
contig_2639	4823	1
contig_264	44489	2
contig_2640	4818	1
contig_2641	4808	1
contig_2642	4808	1
contig_2643	4806	1
contig_2644	4803	1
contig_2645	4774	1
contig_2646	1106	1
contig_2647	1414	1
contig_2648	4741	1
contig_2649	2018	1
contig_265	11381	1
contig_2650	1317	1
contig_2651	4734	1
contig_2652	4707	1
contig_2653	4704	1
contig_2654	4697	1
contig_2655	4693	1
contig_2656	4692	1
contig_2657	4692	1
contig_2658	4691	1
contig_2659	4690	1
contig_266	3827	1
contig_2660	4687	1
contig_2661	4682	1
contig_2662	4672	1
contig_2663	4671	1
contig_2664	4668	1
contig_2665	4659	1
contig_2666	4649	1
contig_2667	4644	1
contig_2668	4640	1
contig_2669	4634	1
contig_267	2480	1
contig_2670	4634	1
contig_2671	4633	1
contig_2672	4629	1
contig_2673	4615	1
contig_2674	4613	1
contig_2675	4613	1
contig_2676	4612	1
contig_2677	4612	1
contig_2678	4608	1
contig_2679	4606	1
contig_268	133247	1
contig_2680	4597	1
contig_2681	4596	1
contig_2682	4590	1
contig_2683	4587	1
contig_2684	4586	1
contig_2685	4580	1
contig_2686	4578	1
contig_2687	4575	1
contig_2688	4571	1
contig_2689	4558	1
contig_269	6869	1
contig_2690	4553	1
contig_2691	4552	1
contig_2692	4551	1
contig_2693	4550	1
contig_2694	4546	1
contig_2695	4542	1
contig_2696	4539	1
contig_2697	4537	1
contig_2698	4535	1
contig_2699	4532	1
contig_27	22928	1
contig_270	8026	1
contig_2700	4524	1
contig_2701	4518	1
contig_2702	4497	1
contig_2703	4495	2
contig_2704	4491	1
contig_2705	4487	1
contig_2706	4486	1
contig_2707	4483	1
contig_2708	4479	1
contig_2709	1665	2
contig_271	76483	1
contig_2710	2802	1
contig_2711	1429	1
contig_2712	4473	1
contig_2713	4468	1
contig_2714	4466	1
contig_2715	4537	1
contig_2716	4450	1
contig_2717	4444	1
contig_2718	3272	2
contig_2719	4439	1
contig_272	21985	1
contig_2720	4438	1
contig_2721	4435	1
contig_2722	4427	1
contig_2723	4426	1
contig_2724	4426	1
contig_2725	4424	1
contig_2726	4419	1
contig_2727	4417	1
contig_2728	4415	1
contig_2729	4413	1
contig_273	20890	1
contig_2730	4410	1
contig_2731	4408	1
contig_2732	4403	1
contig_2733	4401	1
contig_2734	4400	1
contig_2735	4395	1
contig_2736	4392	1
contig_2737	4391	1
contig_2738	4384	1
contig_2739	4380	1
contig_274	9341	1
contig_2740	4376	1
contig_2741	4376	1
contig_2742	4359	1
contig_2743	4352	1
contig_2744	4343	1
contig_2745	4342	1
contig_2746	4342	1
contig_2747	4339	1
contig_2748	4338	1
contig_2749	4335	1
contig_275	5600	1
contig_2750	4334	1
contig_2751	4334	1
contig_2752	4332	1
contig_2753	4332	1
contig_2754	4332	1
contig_2755	4331	1
contig_2756	4323	1
contig_2757	4317	1
contig_2758	4316	1
contig_2759	4307	1
contig_276	4019	1
contig_2760	4306	1
contig_2761	4305	1
contig_2762	3257	2
contig_2763	4304	1
contig_2764	4304	1
contig_2765	4303	1
contig_2766	4300	1
contig_2767	4296	1
contig_2768	4295	1
contig_2769	4292	1
contig_277	83917	1
contig_2770	4287	1
contig_2771	4281	1
contig_2772	4281	1
contig_2773	4275	1
contig_2774	4275	1
contig_2775	4274	1
contig_2776	4266	1
contig_2777	4264	1
contig_2778	4263	1
contig_2779	4271	1
contig_278	83029	1
contig_2780	4245	1
contig_2781	4239	1
contig_2782	4238	1
contig_2783	4238	1
contig_2784	4236	1
contig_2785	4232	1
contig_2786	4225	1
contig_2787	4220	1
contig_2788	4219	1
contig_2789	4218	1
contig_279	82866	1
contig_2790	4211	1
contig_2791	4207	1
contig_2792	4201	1
contig_2793	4195	1
contig_2794	4190	1
contig_2795	4187	1
contig_2796	4187	1
contig_2797	4182	1
contig_2798	4178	1
contig_2799	4169	1
contig_28	27403	1
contig_280	5568	1
contig_2800	4169	1
contig_2801	4162	1
contig_2802	4159	1
contig_2803	4157	1
contig_2804	4157	1
contig_2805	4152	1
contig_2806	4145	1
contig_2807	4141	1
contig_2808	4141	1
contig_2809	4136	1
contig_281	82259	1
contig_2810	4135	1
contig_2811	4133	1
contig_2812	4125	1
contig_2813	4124	1
contig_2814	4124	1
contig_2815	2956	2
contig_2816	4118	1
contig_2817	4116	1
contig_2818	4110	1
contig_2819	4104	1
contig_282	80585	1
contig_2820	4102	1
contig_2821	4098	1
contig_2822	4093	1
contig_2823	4089	1
contig_2824	4078	1
contig_2825	4077	1
contig_2826	4070	1
contig_2827	4070	1
contig_2828	4062	1
contig_2829	4061	1
contig_283	42626	1
contig_2830	4061	1
contig_2831	4060	1
contig_2832	4056	1
contig_2833	4055	1
contig_2834	4055	1
contig_2835	4054	1
contig_2836	4049	1
contig_2837	4039	1
contig_2838	4039	1
contig_2839	4038	1
contig_284	7777	1
contig_2840	4036	1
contig_2841	4035	1
contig_2842	4033	1
contig_2843	4045	1
contig_2844	4027	1
contig_2845	4026	1
contig_2846	4024	1
contig_2847	4014	1
contig_2848	4013	1
contig_2849	4012	1
contig_285	79879	1
contig_2850	4011	1
contig_2851	4010	1
contig_2852	4009	1
contig_2853	4006	1
contig_2854	4004	1
contig_2855	4000	1
contig_2856	3988	1
contig_2857	3981	1
contig_2858	3977	1
contig_2859	3975	1
contig_286	79594	1
contig_2860	3974	1
contig_2861	3972	1
contig_2862	3970	1
contig_2863	3964	1
contig_2864	3963	1
contig_2865	3962	1
contig_2866	3961	1
contig_2867	3956	1
contig_2868	3955	1
contig_2869	3950	1
contig_287	77913	1
contig_2870	3950	1
contig_2871	3949	1
contig_2872	3946	1
contig_2873	3946	1
contig_2874	3935	1
contig_2875	3933	1
contig_2876	3933	1
contig_2877	3931	1
contig_2878	3928	1
contig_2879	3920	1
contig_288	12940	1
contig_2880	3918	1
contig_2881	3913	1
contig_2882	3913	1
contig_2883	3911	1
contig_2884	3909	1
contig_2885	3892	1
contig_2886	3888	1
contig_2887	3886	1
contig_2888	3885	1
contig_2889	3878	1
contig_289	77747	1
contig_2890	3877	1
contig_2891	3870	1
contig_2892	3867	1
contig_2893	3861	1
contig_2894	3859	1
contig_2895	3856	1
contig_2896	3853	1
contig_2897	3851	1
contig_2898	3845	1
contig_2899	3843	1
contig_29	6892	3
contig_2900	3842	1
contig_2901	3827	1
contig_2902	3801	1
contig_2903	3795	1
contig_2904	3788	1
contig_2905	3785	1
contig_2906	3777	1
contig_2907	3776	1
contig_2908	3770	1
contig_2909	3765	1
contig_291	35064	1
contig_2910	3761	1
contig_2911	3760	1
contig_2912	3758	1
contig_2913	3751	1
contig_2914	3743	1
contig_2915	3741	1
contig_2916	3737	1
contig_2917	3737	1
contig_2918	3734	1
contig_2919	3728	1
contig_292	1766	1
contig_2920	3727	1
contig_2921	3725	1
contig_2922	3719	1
contig_2923	3718	1
contig_2924	3716	1
contig_2925	3713	1
contig_2926	3712	1
contig_2927	3710	1
contig_2928	3706	1
contig_2929	3694	1
contig_293	4804	1
contig_2930	3679	1
contig_2931	3675	1
contig_2932	3673	1
contig_2933	3661	1
contig_2934	3655	1
contig_2935	3651	1
contig_2936	3651	1
contig_2937	3650	1
contig_2938	3650	1
contig_2939	3649	1
contig_294	2776	3
contig_2940	3644	1
contig_2941	3644	1
contig_2942	3642	1
contig_2943	3636	1
contig_2944	3631	1
contig_2945	3627	1
contig_2946	3625	1
contig_2947	3621	1
contig_2948	3612	1
contig_2949	3611	1
contig_295	1628	1
contig_2950	3610	1
contig_2951	3597	1
contig_2952	3597	1
contig_2953	3596	1
contig_2954	3596	1
contig_2955	3592	1
contig_2956	3590	1
contig_2957	3587	1
contig_2958	3585	1
contig_2959	3585	1
contig_296	1343	1
contig_2960	3573	1
contig_2961	3567	1
contig_2962	3566	1
contig_2963	3564	1
contig_2964	3562	1
contig_2965	3558	1
contig_2966	3549	1
contig_2967	3550	1
contig_2968	3547	1
contig_2969	3562	1
contig_297	5822	1
contig_2970	3534	1
contig_2971	3526	1
contig_2972	3522	1
contig_2973	3519	1
contig_2974	3517	1
contig_2975	3514	1
contig_2976	3514	1
contig_2977	3503	1
contig_2978	3487	1
contig_2979	3484	1
contig_298	4471	1
contig_2980	3482	1
contig_2981	3482	1
contig_2982	3475	1
contig_2983	3462	1
contig_2984	3451	1
contig_2985	3442	1
contig_2986	3427	1
contig_2987	3418	1
contig_2988	3412	1
contig_2989	1200	3
contig_2990	1343	3
contig_2991	3401	1
contig_2992	3390	1
contig_2993	3381	1
contig_2994	3378	1
contig_2995	3378	1
contig_2996	3377	1
contig_2997	3374	1
contig_2998	3370	1
contig_2999	3368	1
contig_3	344920	1
contig_30	12747	1
contig_300	84396	1
contig_3000	3361	1
contig_3001	3359	1
contig_3002	3357	1
contig_3003	3356	1
contig_3004	3348	1
contig_3005	3347	1
contig_3006	3345	1
contig_3007	3344	1
contig_3008	3341	1
contig_3009	3340	1
contig_301	57713	1
contig_3010	3332	1
contig_3011	3329	1
contig_3012	3328	1
contig_3013	3323	1
contig_3014	3315	1
contig_3015	3307	1
contig_3016	3307	1
contig_3017	3303	1
contig_3018	3302	1
contig_3019	3290	1
contig_302	25655	3
contig_3020	3286	1
contig_3021	3280	1
contig_3022	3274	1
contig_3023	3274	1
contig_3024	3273	1
contig_3025	3271	1
contig_3026	3268	1
contig_3027	3268	1
contig_3028	3264	1
contig_3029	3263	1
contig_3030	3255	1
contig_3031	3254	1
contig_3032	3250	1
contig_3033	3250	1
contig_3034	3241	1
contig_3035	3234	1
contig_3036	3231	1
contig_3037	3231	1
contig_3038	3231	1
contig_3039	3222	1
contig_3040	3211	1
contig_3041	3206	1
contig_3042	3195	1
contig_3043	3193	1
contig_3044	3187	1
contig_3045	3185	1
contig_3046	3185	1
contig_3047	3178	1
contig_3048	3178	1
contig_3049	3176	1
contig_305	1246	1
contig_3050	3172	1
contig_3051	3172	1
contig_3052	3170	1
contig_3053	3168	1
contig_3054	3167	1
contig_3055	3162	1
contig_3056	3162	1
contig_3057	3157	1
contig_3058	3156	1
contig_3059	3155	1
contig_3060	3155	1
contig_3061	3152	1
contig_3062	3143	1
contig_3063	3141	1
contig_3064	3139	1
contig_3065	3137	1
contig_3066	3136	1
contig_3067	3135	1
contig_3068	3134	1
contig_3069	3129	1
contig_3070	3132	1
contig_3071	3125	1
contig_3072	3125	1
contig_3073	3123	1
contig_3074	3122	1
contig_3075	3114	1
contig_3076	3114	1
contig_3077	3106	1
contig_3078	3104	1
contig_3079	3100	1
contig_308	61796	1
contig_3080	3099	1
contig_3081	3094	1
contig_3082	3092	1
contig_3083	3091	1
contig_3084	3088	1
contig_3085	3088	1
contig_3086	3084	1
contig_3087	3082	1
contig_3088	3080	1
contig_3089	3071	1
contig_309	995	1
contig_3090	3067	1
contig_3091	3063	1
contig_3092	3061	1
contig_3093	3058	1
contig_3094	3058	1
contig_3095	3052	1
contig_3096	3047	1
contig_3097	3046	1
contig_3098	3045	1
contig_3099	3057	1
contig_31	20464	2
contig_310	3702	1
contig_3100	3043	1
contig_3101	3040	1
contig_3102	3034	1
contig_3103	3032	1
contig_3104	3030	1
contig_3105	3029	1
contig_3106	3025	1
contig_3107	3018	1
contig_3108	3015	1
contig_3109	3006	1
contig_311	31611	1
contig_3110	3001	1
contig_3111	3001	1
contig_3112	2997	1
contig_3113	2992	1
contig_3114	2989	1
contig_3115	2985	1
contig_3116	2982	1
contig_3117	2981	1
contig_3118	2976	1
contig_3119	2976	1
contig_312	13785	1
contig_3120	2974	1
contig_3121	2972	1
contig_3122	2970	1
contig_3123	2964	1
contig_3124	2960	1
contig_3125	2951	1
contig_3126	2948	1
contig_3127	2948	1
contig_3128	2948	1
contig_3129	2946	1
contig_313	3255	1
contig_3130	2939	1
contig_3131	2935	1
contig_3132	2924	1
contig_3133	2921	1
contig_3134	2912	1
contig_3135	2905	1
contig_3136	2899	1
contig_3137	2898	1
contig_3138	2896	1
contig_3139	2890	1
contig_314	2082	1
contig_3140	2889	1
contig_3141	2888	1
contig_3142	2887	1
contig_3143	2878	1
contig_3144	2878	1
contig_3145	2872	1
contig_3146	2868	1
contig_3147	2866	1
contig_3148	2864	1
contig_3149	2861	1
contig_315	1857	1
contig_3150	2860	1
contig_3151	2858	1
contig_3152	2855	1
contig_3153	2850	1
contig_3154	2843	1
contig_3155	2834	1
contig_3156	2828	1
contig_3157	2827	1
contig_3158	2820	1
contig_3159	2817	1
contig_316	75054	1
contig_3160	2817	1
contig_3161	2130	2
contig_3162	2809	1
contig_3163	2807	1
contig_3164	2793	1
contig_3165	2792	1
contig_3166	2026	2
contig_3167	2787	1
contig_3168	2783	1
contig_3169	2783	1
contig_317	9780	1
contig_3170	2774	1
contig_3171	2774	1
contig_3172	2773	1
contig_3173	2771	1
contig_3174	2770	1
contig_3175	2759	1
contig_3176	2757	1
contig_3177	2750	1
contig_3178	2740	1
contig_3179	2739	1
contig_318	14228	1
contig_3180	2738	1
contig_3181	2729	1
contig_3182	2724	1
contig_3183	2721	1
contig_3184	1730	2
contig_3185	2711	1
contig_3186	2710	1
contig_3187	2701	1
contig_3188	2687	1
contig_3189	2684	1
contig_319	18354	1
contig_3190	2676	1
contig_3191	2675	1
contig_3192	2675	1
contig_3193	2672	1
contig_3194	2658	1
contig_3195	2658	1
contig_3196	2654	1
contig_3197	2651	1
contig_3198	2647	1
contig_3199	2644	1
contig_32	11920	1
contig_320	5210	1
contig_3200	2638	2
contig_3201	2634	1
contig_3202	2633	1
contig_3203	2632	1
contig_3204	2605	1
contig_3205	2625	1
contig_3206	2623	1
contig_3207	2623	1
contig_3208	2617	1
contig_3209	2614	1
contig_321	14677	1
contig_3210	2614	1
contig_3211	2610	1
contig_3212	2609	1
contig_3213	2607	1
contig_3214	2604	1
contig_3215	2597	1
contig_3216	2592	2
contig_3217	2588	1
contig_3218	2588	1
contig_3219	2588	1
contig_322	9509	1
contig_3220	2587	1
contig_3221	2582	1
contig_3222	2577	1
contig_3223	2574	1
contig_3224	2574	1
contig_3225	2573	1
contig_3226	2566	1
contig_3227	2554	1
contig_3228	2554	1
contig_3229	2553	1
contig_323	5599	1
contig_3230	2550	1
contig_3231	2549	1
contig_3232	2582	2
contig_3233	2542	1
contig_3234	2540	1
contig_3235	2536	1
contig_3236	2532	1
contig_3237	2531	1
contig_3238	2522	1
contig_3239	2519	1
contig_324	63230	1
contig_3240	2512	1
contig_3241	2511	1
contig_3242	2508	1
contig_3243	2506	1
contig_3244	2504	1
contig_3245	2500	1
contig_3246	2498	1
contig_3247	2498	1
contig_3248	2495	1
contig_3249	2495	1
contig_325	53294	1
contig_3250	2494	1
contig_3251	2489	1
contig_3252	2488	1
contig_3253	2485	1
contig_3254	2482	1
contig_3255	2480	1
contig_3256	2476	1
contig_3257	2475	1
contig_3258	2473	1
contig_3259	2473	1
contig_326	7174	1
contig_3260	2471	1
contig_3261	2467	1
contig_3262	2465	1
contig_3263	2464	1
contig_3264	2460	1
contig_3265	2454	1
contig_3266	2446	1
contig_3267	2446	1
contig_3268	2444	1
contig_3269	2443	1
contig_327	19556	1
contig_3270	2439	1
contig_3271	2437	1
contig_3272	2432	1
contig_3273	2432	1
contig_3274	2098	2
contig_3275	2427	1
contig_3276	2426	1
contig_3277	2419	1
contig_3278	2418	1
contig_3279	2417	1
contig_328	22557	1
contig_3280	2417	1
contig_3281	2415	1
contig_3282	2405	1
contig_3283	2400	1
contig_3284	2398	1
contig_3285	2396	1
contig_3286	2395	1
contig_3287	2393	1
contig_3288	2388	1
contig_3289	2383	1
contig_329	74660	1
contig_3290	2376	1
contig_3291	2371	1
contig_3292	2369	1
contig_3293	2369	1
contig_3294	2368	1
contig_3295	2359	1
contig_3296	2343	1
contig_3297	2341	1
contig_3298	2338	1
contig_3299	2331	1
contig_33	11833	2
contig_330	13793	1
contig_3300	2327	1
contig_3301	2320	1
contig_3302	2319	1
contig_3303	2317	1
contig_3304	2317	1
contig_3305	2316	1
contig_3306	2312	1
contig_3307	2301	1
contig_3308	2295	1
contig_3309	2294	1
contig_331	52597	2
contig_3310	2292	1
contig_3311	2290	1
contig_3312	2284	1
contig_3313	2283	1
contig_3314	2283	1
contig_3315	2282	1
contig_3316	2281	1
contig_3317	2277	1
contig_3318	2269	1
contig_3319	2260	1
contig_332	34137	1
contig_3320	2253	1
contig_3321	2251	1
contig_3322	2248	1
contig_3323	2238	1
contig_3324	2235	1
contig_3325	2234	1
contig_3326	2230	1
contig_3327	2228	1
contig_3328	2223	1
contig_3329	2222	1
contig_333	7163	1
contig_3330	2218	1
contig_3331	2204	1
contig_3332	2196	1
