#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_339	29828	1	N	N	1	*	*,-3673,339,*
contig_3652	29806	1	N	N	1	*	*,3652,*
contig_828	29778	1	N	N	1	*	*,828,*
contig_3626	29749	1	N	N	1	*	*,3626,*
contig_3715	29722	1	N	N	1	*	*,3715,*
contig_832	29686	1	N	N	1	*	*,832,*
contig_3669	29680	1	N	N	1	*	*,3669,*
contig_3635	29659	1	N	N	1	*	*,3635,*
contig_3639	29613	1	N	N	1	*	*,3639,*
contig_3708	29570	1	N	N	1	*	*,3708,*
contig_835	29524	1	N	N	1	*	*,835,*
contig_3661	29521	1	N	N	1	*	*,3661,*
contig_836	29466	1	N	N	1	*	*,836,*
contig_3601	29416	2	Y	N	1	*	3601
contig_840	29403	1	N	N	1	*	*,840,*
contig_841	29362	1	N	N	1	*	*,841,*
contig_844	29234	1	N	N	1	*	*,844,*
contig_26	29225	1	N	N	1	*	*,26,*
contig_981	29208	1	N	N	1	*	*,981,*
contig_104	29202	1	N	N	1	*	*,104,*
contig_845	29201	1	N	N	1	*	*,845,*
contig_846	29151	1	N	N	1	*	*,846,*
contig_3679	29131	1	N	N	1	*	*,3679,*
contig_847	29096	1	N	N	1	*	*,847,*
contig_3691	29095	1	N	N	1	*	*,3691,*
contig_3621	29073	1	N	N	1	*	*,3621,*
contig_848	29029	1	N	N	1	*	*,848,*
contig_849	28963	1	N	N	1	*	*,849,*
contig_1101	28904	1	N	N	1	*	*,1101,*
contig_3604	28900	1	N	N	1	*	*,3604,*
contig_3733	28840	1	N	N	1	*	*,3733,*
contig_1152	28839	2	N	N	1	*	*,1152,*
contig_3660	28824	1	N	N	1	*	*,3660,*
contig_852	28797	1	N	N	1	*	*,852,*
contig_853	28789	1	N	N	1	*	*,853,*
contig_854	28771	1	N	N	1	*	*,854,*
contig_3633	28727	1	N	N	1	*	*,3633,*
contig_3651	28697	1	N	N	1	*	*,3651,*
contig_3618	28682	1	N	N	1	*	*,3618,*
contig_855	28678	1	N	N	1	*	*,855,*
contig_3607	28661	2	N	N	1	*	*,3607,*
contig_858	28608	1	N	N	1	*	*,858,*
contig_3727	28586	1	N	N	1	*	*,3727,*
contig_859	28571	1	N	N	1	*	*,859,*
contig_3714	28559	1	N	N	1	*	*,3714,*
contig_1078	28531	1	N	N	1	*	*,1078,*
contig_860	28490	1	N	N	1	*	*,860,*
contig_3379	28477	1	N	N	1	*	8,3379,*
contig_514	28349	1	N	N	1	*	*,514,*
contig_3748	28310	1	N	N	1	*	*,3748,*
contig_3608	28298	1	N	N	1	*	*,3608,*
contig_62	28249	1	N	N	1	*	62,*
contig_864	28223	1	N	N	1	*	*,864,*
contig_3706	28202	1	N	N	1	*	*,3706,*
contig_71	28079	1	N	N	1	*	*,71,*
contig_865	28072	1	N	N	1	*	*,865,*
contig_869	28057	1	N	N	1	*	*,869,*
contig_3683	27995	1	N	N	1	*	*,3683,*
contig_870	27953	1	N	N	1	*	*,870,*
contig_261	27926	1	N	N	1	*	*,261,*
contig_871	27916	1	N	N	1	*	*,871,*
contig_3480	27903	1	N	N	1	*	*,3480,*
contig_3376	27883	1	N	N	1	*	8,3376,*
contig_874	27868	1	N	N	1	*	*,874,*
contig_875	27855	1	N	N	1	*	*,875,*
contig_876	27832	1	N	N	1	*	*,876,*
contig_3622	27745	1	N	N	1	*	*,3622,3623,*
contig_129	27700	2	N	N	1	*	*,129,*
contig_3731	27669	1	N	N	1	*	*,3731,*
contig_428	27658	1	N	N	1	*	*,428
contig_881	27656	1	N	N	1	*	*,881,*
contig_25	27594	1	N	N	1	*	-57,25,*
contig_882	27485	1	N	N	1	*	*,882,*
contig_883	27463	1	N	N	1	*	*,883,*
contig_884	27428	1	N	N	1	*	*,884,*
contig_28	27403	1	N	N	1	*	*,28,-3614,*
contig_3381	27386	1	N	N	1	*	6,3381,*
contig_886	27377	2	N	N	1	*	*,886,*
contig_887	27376	1	N	N	1	*	*,887,*
contig_105	27335	1	N	N	1	*	105,*
contig_888	27324	1	N	N	1	*	*,888,*
contig_3617	27316	1	N	N	1	*	*,3617,*
contig_889	27275	1	N	N	1	*	*,889,*
contig_3619	27207	1	N	N	1	*	*,3619,*
contig_890	27200	1	N	N	1	*	*,890,*
contig_164	27167	1	N	N	1	*	*,-232,164,*
contig_891	27151	1	N	N	1	*	*,891,*
contig_897	27128	1	N	N	1	*	*,897,*
contig_3730	27117	1	N	N	1	*	*,3730,*
contig_898	27040	1	N	N	1	*	*,898,*
contig_3612	26992	2	N	N	1	*	*,3612,*
contig_903	26961	1	N	N	1	*	*,903,*
contig_904	26832	1	N	N	1	*	*,904,*
contig_603	26773	1	N	N	1	*	*,603,*
contig_905	26736	1	N	N	1	*	*,905,*
contig_3710	26701	1	N	N	1	*	*,3710,*
contig_3649	26674	1	N	N	1	*	*,3649,*
contig_3753	26655	1	N	N	1	*	*,3753,*
contig_908	26637	1	N	N	1	*	*,908,*
contig_909	26551	1	N	N	1	*	*,909,*
contig_97	26548	1	N	N	1	*	*,97,*
contig_3521	26531	1	N	N	1	*	*,3521,*
contig_959	26429	1	N	N	1	*	*,959,*
contig_912	26425	1	N	N	1	*	*,912,*
contig_343	26410	1	N	N	1	*	*,343,*
contig_549	26394	1	N	N	1	*	*,549,*
contig_3624	26320	1	N	N	1	*	*,3624,*
contig_1120	26305	2	N	N	1	*	*,1120,*
contig_915	26190	1	N	N	1	*	*,915,*
contig_916	26179	1	N	N	1	*	*,916,*
contig_3526	26101	1	N	N	1	*	3526,*
contig_932	26010	1	N	N	1	*	*,932,*
contig_933	25999	1	N	N	1	*	*,933,*
contig_1074	25956	1	N	N	1	*	*,1074,*
contig_934	25875	1	N	N	1	*	*,934,*
contig_954	25863	1	N	N	1	*	*,954,*
contig_935	25852	1	N	N	1	*	*,935,*
contig_3794	25816	1	N	N	1	*	*,3794,*
contig_100	25782	2	N	N	1	*	*,100
contig_936	25782	1	N	N	1	*	*,936,*
contig_937	25782	1	N	N	1	*	*,937,*
contig_575	25743	1	N	N	1	*	*,575,*
contig_3648	25691	1	N	N	1	*	*,3648,*
contig_302	25655	3	N	N	2	*	*,302,*
contig_724	25644	1	N	N	1	*	724,*
contig_944	25636	1	N	N	1	*	*,944,*
contig_945	25632	1	N	N	1	*	*,945,*
contig_946	25624	1	N	N	1	*	*,946,*
contig_947	25604	1	N	N	1	*	*,947,*
contig_951	25590	1	N	N	1	*	*,951,*
contig_3666	25586	1	N	N	1	*	*,3666,*
contig_3455	25576	1	N	N	1	*	*,3455,*
contig_952	25471	1	N	N	1	*	*,952,*
contig_953	25459	1	N	N	1	*	*,953,*
contig_955	25450	1	N	N	1	*	*,955,*
contig_956	25435	1	N	N	1	*	*,956,*
contig_957	25421	1	N	N	1	*	*,957,*
contig_3638	25398	1	N	N	1	*	*,3638,*
contig_958	25388	1	N	N	1	*	*,958,*
contig_961	25343	1	N	N	1	*	*,961,*
contig_962	25326	1	N	N	1	*	*,962,*
contig_963	25326	1	N	N	1	*	*,963,*
contig_3653	25313	1	N	N	1	*	*,3653,*
contig_964	25292	1	N	N	1	*	*,964,*
contig_965	25250	1	N	N	1	*	*,965,*
contig_966	25216	1	N	N	1	*	*,966,*
contig_3641	25212	1	N	N	1	*	*,3641,*
contig_967	25208	1	N	N	1	*	*,967,*
contig_118	25204	1	N	N	1	*	118,*
contig_3555	25148	1	N	N	1	*	*,3555,*
contig_24	25123	1	N	N	1	*	6,24,*
contig_3684	25123	1	N	N	1	*	*,3684,*
contig_971	25094	1	N	N	1	*	*,971,*
contig_972	25092	1	N	N	1	*	*,972,*
contig_948	25083	1	N	N	1	*	*,948,*
contig_1222	24983	1	N	N	1	*	*,1222,*
contig_3663	24896	1	N	N	1	*	*,3663,*
contig_974	24883	1	N	N	1	*	*,974,*
contig_977	24811	1	N	N	1	*	*,977,*
contig_3645	24794	1	N	N	1	*	*,3645,*
contig_3646	24771	1	N	N	1	*	*,3646,*
contig_979	24739	1	N	N	1	*	*,979,*
contig_3759	24726	1	N	N	1	*	*,3759,*
contig_3637	24717	1	N	N	1	*	*,3637,*
contig_980	24716	1	N	N	1	*	*,980,*
contig_393	24696	1	N	N	1	*	*,393,*
contig_3671	24664	3	N	N	2	*	*,3671,*
contig_3717	24618	1	N	N	1	*	*,1197,3717,*
contig_3724	24582	1	N	N	1	*	*,3724,*
contig_500	24569	2	N	N	1	*	*,500,*
contig_985	24560	1	N	N	1	*	*,985,*
contig_1271	24478	1	N	N	1	*	*,1271,*
contig_148	24471	1	N	N	1	*	*,148,*
contig_986	24410	1	N	N	1	*	*,986,*
contig_3662	24407	1	N	N	1	*	*,3662,*
contig_1546	24378	1	N	N	1	*	*,1546,*
contig_988	24350	1	N	N	1	*	*,988,*
contig_989	24267	1	N	N	1	*	*,989,*
contig_3503	24243	1	N	N	1	*	*,3503,*
contig_3689	24208	1	N	N	1	*	*,3689,*
contig_3744	24205	1	N	N	1	*	*,3744,*
contig_991	24198	1	N	N	1	*	*,991,*
contig_993	24194	1	N	N	1	*	*,993,*
contig_1045	24191	1	N	N	1	*	*,1045,*
contig_994	24190	1	N	N	1	*	*,994,*
contig_995	24148	1	N	N	1	*	*,995,*
contig_996	24080	1	N	N	1	*	*,996,*
contig_3694	24036	1	N	N	1	*	*,3694,*
contig_1007	23941	1	N	N	1	*	*,1007,*
contig_3680	23925	1	N	N	1	*	*,3680,*
contig_3655	23912	1	N	N	1	*	*,3655,*
contig_3780	23890	1	N	N	1	*	*,3780,*
contig_3697	23814	1	N	N	1	*	*,3697,*
contig_620	23796	1	N	N	1	*	*,-619,620,3562,*
contig_263	23680	1	N	N	1	*	*,263,*
contig_1008	23664	1	N	N	1	*	*,1008,*
contig_3672	23661	1	N	N	1	*	*,3672,*
contig_1009	23639	1	N	N	1	*	*,1009,*
contig_1010	23637	1	N	N	1	*	*,1010,*
contig_3576	23635	1	N	N	1	*	*,3576,*
contig_3728	23555	1	N	N	1	*	*,3728,*
contig_600	23544	1	N	N	1	*	*,600,*
contig_3760	23528	1	N	N	1	*	*,3760,*
contig_1013	23527	1	N	N	1	*	*,1013,*
contig_1014	23505	1	N	N	1	*	*,1014,*
contig_109	23496	2	N	N	1	*	-342,109,*
contig_1015	23379	1	N	N	1	*	*,3658,1015,*
contig_3390	23369	2	N	N	1	*	*,3390,*
contig_3722	23327	1	N	N	1	*	*,3722,*
contig_1016	23267	1	N	N	1	*	*,1016,*
contig_1017	23262	1	N	N	1	*	*,1017,*
contig_1018	23238	1	N	N	1	*	*,1018,*
contig_1019	23223	1	N	N	1	*	*,1019,*
contig_1020	23210	1	N	N	1	*	*,1020,*
contig_3693	23183	1	N	N	1	*	*,3693,*
contig_1021	23163	1	N	N	1	*	*,1021,*
contig_1022	23142	1	N	N	1	*	*,1022,*
contig_1023	23111	1	N	N	1	*	*,1023,*
contig_249	23072	4	N	N	3	*	-3528,-3527,249,*
contig_1024	23068	1	N	N	1	*	*,1024,*
contig_1025	23029	1	N	N	1	*	*,1025,*
contig_3747	23019	1	N	N	1	*	*,3747,*
contig_1026	23010	1	N	N	1	*	*,1026,*
contig_562	22962	1	N	Y	1	*	*,562
contig_1027	22946	1	N	N	1	*	*,1027,*
contig_27	22928	1	N	N	1	*	-57,27,*
contig_1028	22899	1	N	N	1	*	*,1028,*
contig_1029	22880	1	N	N	1	*	*,1029,*
contig_1064	22834	1	N	N	1	*	*,1064,*
contig_1030	22796	1	N	N	1	*	*,1030,*
contig_3417	22783	1	N	N	1	*	*,3415,3417,*
contig_1031	22765	1	N	N	1	*	*,1031,*
contig_1033	22762	1	N	N	1	*	*,1033,*
contig_3698	22756	1	N	N	1	*	*,3698,*
contig_1034	22705	1	N	N	1	*	*,1034,*
contig_396	22702	1	N	N	1	*	*,396,*
contig_1035	22666	1	N	N	1	*	*,1035,*
contig_1036	22628	1	N	N	1	*	*,1036,*
contig_328	22557	1	N	N	1	*	328,*
contig_1037	22547	1	N	N	1	*	*,1037,*
contig_1039	22526	1	N	N	1	*	*,1039,*
contig_1040	22518	1	N	N	1	*	*,1040,*
contig_1041	22511	1	N	N	1	*	*,1041,*
contig_1042	22509	1	N	N	1	*	*,1042,*
contig_1043	22499	1	N	N	1	*	*,1043,*
contig_621	22420	1	N	N	1	*	*,-619,-3528,621,3562,*
contig_3677	22399	1	N	N	1	*	*,3677,*
contig_74	22317	1	N	N	1	*	74,*
contig_3682	22287	1	N	N	1	*	*,3682,*
contig_3772	22177	1	N	N	1	*	*,3772,*
contig_3703	22160	1	N	N	1	*	*,3703,*
contig_3667	22110	1	N	N	1	*	*,3667,*
contig_3833	22072	1	N	N	1	*	*,3833,*
contig_1055	22065	1	N	N	1	*	*,1055,*
contig_272	21985	1	N	N	1	*	*,272,*
contig_1056	21981	1	N	N	1	*	*,1056,*
contig_1058	21895	1	N	N	1	*	*,1058,*
contig_1057	21878	1	N	N	1	*	*,1057,*
contig_1060	21814	1	N	N	1	*	*,1060,*
contig_1061	21787	1	N	N	1	*	*,1061,*
contig_1062	21778	1	N	N	1	*	*,1062,*
contig_1063	21756	1	N	N	1	*	*,1063,*
contig_3670	21750	1	N	N	1	*	*,3670,*
contig_1066	21736	1	N	N	1	*	*,1066,*
contig_984	21694	2	N	N	1	*	*,984,*
contig_1067	21679	2	N	N	1	*	*,1067,*
contig_1068	21655	1	N	N	1	*	*,1068,*
contig_3574	21637	1	N	N	1	*	*,3574,*
contig_1070	21621	1	N	N	1	*	*,1070,*
contig_3788	21615	1	N	N	1	*	*,3788,*
contig_1071	21594	1	N	N	1	*	*,1071,*
contig_1072	21591	1	N	N	1	*	*,1072,*
contig_1076	21576	1	N	N	1	*	*,1076,*
contig_1077	21542	1	N	N	1	*	*,1077,*
contig_134	21520	1	N	N	1	*	*,3395,134,3420,*
contig_1081	21508	1	N	N	1	*	*,1081,*
contig_3719	21506	1	N	N	1	*	*,3719,*
contig_1082	21490	1	N	N	1	*	*,1082,*
contig_1559	21407	1	N	N	1	*	*,1559,*
contig_1092	21345	1	N	N	1	*	*,1092,*
contig_1093	21339	1	N	N	1	*	*,1093,*
contig_672	21284	1	N	N	1	*	*,-425,672,*
contig_1125	21232	1	N	N	1	*	*,1125,*
contig_1261	21199	1	N	N	1	*	*,1261,*
contig_1094	21160	1	N	N	1	*	*,1094,*
contig_3817	21110	1	N	N	1	*	*,3817,*
contig_3702	21090	1	N	N	1	*	*,3702,*
contig_3718	21082	1	N	N	1	*	*,1197,3718,*
contig_1097	20977	1	N	N	1	*	*,1097,*
contig_1098	20968	1	N	N	1	*	*,1098,*
contig_3681	20963	1	N	N	1	*	*,3681,*
contig_365	20953	1	N	N	1	*	*,365,*
contig_1099	20927	1	N	N	1	*	*,1099,*
contig_1102	20901	1	N	N	1	*	*,1102,*
contig_1103	20898	1	N	N	1	*	*,1103,*
contig_273	20890	1	N	N	1	*	273,*
contig_576	20882	1	N	N	1	*	*,576,*
contig_1227	20881	1	N	N	1	*	*,1227,*
contig_1104	20834	1	N	N	1	*	*,1104,*
contig_1105	20831	1	N	N	1	*	*,1105,*
contig_3766	20775	1	N	N	1	*	*,3766,*
contig_1107	20726	1	N	N	1	*	*,1107,*
contig_1108	20669	1	N	N	1	*	*,1108,*
contig_3687	20652	1	N	N	1	*	*,3687,*
contig_1110	20610	1	N	N	1	*	*,1110,*
contig_3729	20599	1	N	N	1	*	*,3729,*
contig_1112	20586	1	N	N	1	*	*,1112,*
contig_1114	20567	1	N	N	1	*	*,1114,*
contig_1115	20565	1	N	N	1	*	*,1115,*
contig_1117	20498	1	N	N	1	*	*,1117,*
contig_3690	20496	1	N	N	1	*	*,3690,*
contig_1122	20489	1	N	N	1	*	*,1122,*
contig_1118	20488	1	N	N	1	*	*,1118,*
contig_31	20464	2	N	N	1	*	*,31,*
contig_3801	20414	1	N	N	1	*	*,3801,*
contig_1126	20347	1	N	N	1	*	*,1126,*
contig_3676	20347	2	Y	N	1	*	3676
contig_1127	20338	1	N	N	1	*	*,1127,*
contig_1128	20285	1	N	N	1	*	*,1128,*
contig_983	20272	1	N	N	1	*	*,983,*
contig_3741	20259	1	N	N	1	*	*,3741,*
contig_606	20082	1	N	N	1	*	*,606,*
contig_1131	20058	1	N	N	1	*	*,1131,*
contig_252	20045	1	N	N	1	*	252,*
contig_1132	20041	1	N	N	1	*	*,1132,*
contig_1133	20017	1	N	N	1	*	*,1133,*
contig_1473	20014	1	N	N	1	*	*,1473,*
contig_1134	20004	1	N	N	1	*	*,1134,*
contig_1135	19990	1	N	N	1	*	*,1135,*
contig_1136	19972	1	N	N	1	*	*,1136,*
contig_1137	19928	1	N	N	1	*	*,1137,*
contig_3723	19923	2	N	N	1	*	1213,3723,*
contig_1138	19918	1	N	N	1	*	*,1138,*
contig_1139	19911	1	N	N	1	*	*,1139,*
contig_1141	19905	1	N	N	1	*	*,1141,*
contig_1142	19857	1	N	N	1	*	*,1142,*
contig_1143	19838	1	N	N	1	*	*,1143,*
contig_1144	19830	1	N	N	1	*	*,1144,*
contig_176	19824	1	N	N	1	*	*,176,*
contig_482	19794	1	N	N	1	*	*,482,*
contig_3758	19742	1	N	N	1	*	*,3758,*
contig_3825	19719	1	N	N	1	*	*,3825,*
contig_813	19691	1	N	N	1	*	*,813,*
contig_688	19687	1	N	N	1	*	*,688,*
contig_1147	19657	1	N	N	1	*	*,1147,*
contig_3700	19649	1	N	N	1	*	*,3700,*
contig_892	19623	2	N	N	1	*	*,892,*
contig_3701	19597	1	N	N	1	*	*,3701,*
contig_1148	19594	1	N	N	1	*	*,1148,*
contig_3773	19587	1	N	N	1	*	*,3773,*
contig_327	19556	1	N	N	1	*	327,*
contig_3781	19545	2	N	N	1	*	*,3781,*
contig_1154	19543	1	N	N	1	*	*,1154,*
contig_3704	19531	1	N	N	1	*	*,3704,*
contig_1155	19519	1	N	N	1	*	*,1155,*
contig_1156	19491	1	N	N	1	*	*,1156,*
contig_885	19476	1	N	N	1	*	*,3614,885,*
contig_3800	19471	1	N	N	1	*	*,3800,*
contig_3737	19459	1	N	N	1	*	*,3737,*
contig_1157	19451	1	N	N	1	*	*,1157,*
contig_1158	19446	1	N	N	1	*	*,1158,*
contig_1159	19434	1	N	N	1	*	*,1159,*
contig_1160	19409	1	N	N	1	*	*,1160,*
contig_1161	19408	1	N	N	1	*	*,1161,*
contig_1162	19408	1	N	N	1	*	*,1162,*
contig_1163	19367	1	N	N	1	*	*,1163,*
contig_226	19330	1	N	N	1	*	*,226,*
contig_460	19329	1	N	N	1	*	*,460,*
contig_3774	19327	1	N	N	1	*	*,3774,*
contig_1164	19294	1	N	N	1	*	*,1164,*
contig_1165	19282	1	N	N	1	*	*,1165,*
contig_1166	19280	1	N	N	1	*	*,1166,*
contig_1727	19216	1	N	N	1	*	*,1727,*
contig_1167	19182	1	N	N	1	*	*,1167,*
contig_1168	19167	1	N	N	1	*	*,1168,*
contig_3771	19155	1	N	N	1	*	*,3771,*
contig_659	19133	1	N	N	1	*	*,659,*
contig_3707	19122	1	N	N	1	*	*,3707,*
contig_1169	19121	1	N	N	1	*	*,1169,*
contig_1170	19103	1	N	N	1	*	*,1170,*
contig_3750	19090	1	N	N	1	*	*,3750,*
contig_3514	19012	1	N	N	1	*	*,3514,*
contig_1355	18988	2	N	N	1	*	*,1355,*
contig_1566	18942	1	N	N	1	*	*,1566,*
contig_652	18936	1	N	N	1	*	*,652,*
contig_3414	18921	1	N	N	1	*	*,3414,*
contig_1171	18916	1	N	N	1	*	*,1171,*
contig_1172	18882	1	N	N	1	*	*,1172,*
contig_1173	18877	1	N	N	1	*	*,1173,*
contig_3709	18876	1	N	N	1	*	*,3709,*
contig_1174	18865	1	N	N	1	*	*,1174,*
contig_3746	18787	1	N	N	1	*	*,3746,*
contig_1181	18771	1	N	N	1	*	*,1181,*
contig_1182	18744	1	N	N	1	*	*,1182,*
contig_1183	18742	1	N	N	1	*	*,1183,*
contig_1184	18722	1	N	N	1	*	*,1184,*
contig_1185	18713	1	N	N	1	*	*,1185,*
contig_3754	18709	2	N	N	1	*	*,3754,*
contig_547	18699	1	N	N	1	*	*,3505,547,*
contig_1187	18695	1	N	N	1	*	*,1187,*
contig_1193	18667	1	N	N	1	*	*,1193,*
contig_1194	18665	1	N	N	1	*	*,1194,*
contig_3857	18655	1	N	N	1	*	*,3857,*
contig_3755	18642	1	N	N	1	*	*,3755,*
contig_1195	18619	1	N	N	1	*	*,1195,*
contig_3867	18557	1	N	N	1	*	*,3867,*
contig_1207	18483	1	N	N	1	*	*,1207,*
contig_1209	18472	1	N	N	1	*	*,1209,*
contig_1208	18452	1	N	N	1	*	*,1208,*
contig_3732	18451	1	N	N	1	*	*,3732,*
contig_742	18419	1	N	N	1	*	*,742,*
contig_607	18362	1	N	N	1	*	*,607,*
contig_319	18354	1	N	N	1	*	*,319,*
contig_1220	18304	1	N	N	1	*	*,1220,*
contig_1221	18292	1	N	N	1	*	*,1221,*
contig_3770	18277	1	N	N	1	*	*,3770,*
contig_1225	18248	1	N	N	1	*	*,1225,*
contig_1226	18212	1	N	N	1	*	*,1226,*
contig_3613	18177	1	N	N	1	*	*,3613,*
contig_1228	18124	1	N	N	1	*	*,1228,*
contig_470	18118	2	N	N	1	*	*,470,*
contig_1232	18105	1	N	N	1	*	*,1232,*
contig_1233	18051	1	N	N	1	*	*,1233,*
contig_1234	18043	1	N	N	1	*	*,1234,*
contig_1235	18032	1	N	N	1	*	*,1235,*
contig_1236	18032	1	N	N	1	*	*,1236,*
contig_1237	18003	1	N	N	1	*	*,1237,*
contig_1238	17976	1	N	N	1	*	*,1238,*
contig_1241	17968	1	N	N	1	*	*,1241,*
contig_1242	17957	1	N	N	1	*	*,1242,*
contig_1243	17955	1	N	N	1	*	*,1243,*
contig_1244	17935	1	N	N	1	*	*,1244,*
contig_1245	17920	1	N	N	1	*	*,1245,*
contig_3726	17918	1	N	N	1	*	*,3725,3726,*
contig_1246	17910	1	N	N	1	*	*,1246,*
contig_1248	17823	1	N	N	1	*	*,1248,*
contig_1251	17778	1	N	N	1	*	*,1251,*
contig_1249	17761	1	N	N	1	*	*,1249,*
contig_1254	17721	1	N	N	1	*	*,1254,*
contig_1255	17703	1	N	N	1	*	*,1255,*
contig_1256	17674	1	N	N	1	*	*,1256,*
contig_1257	17670	1	N	N	1	*	*,1257,*
contig_3743	17656	2	N	N	1	*	*,3743,*
contig_3809	17653	1	N	N	1	*	*,3809,*
contig_3764	17652	1	N	N	1	*	*,3764,*
contig_1260	17621	1	N	N	1	*	*,1260,*
contig_1258	17609	1	N	N	1	*	*,1258,*
contig_3777	17601	2	N	N	1	*	*,3777,*
contig_1262	17564	1	N	N	1	*	*,1262,*
contig_3784	17560	1	N	N	1	*	*,3784,*
contig_1263	17532	1	N	N	1	*	*,1263,*
contig_1264	17528	1	N	N	1	*	*,1264,*
contig_3752	17490	1	N	N	1	*	*,3752,*
contig_1265	17474	1	N	N	1	*	*,1265,*
contig_1116	17462	1	N	N	1	*	*,1116,*
contig_1267	17440	1	N	N	1	*	*,1267,*
contig_3823	17427	1	N	N	1	*	*,3823,*
contig_1794	17413	1	N	N	1	*	*,1794,*
contig_1505	17401	1	N	N	1	*	*,1505,*
contig_1268	17377	1	N	N	1	*	*,1268,*
contig_611	17347	1	N	N	1	*	611,-6
contig_3786	17340	1	N	N	1	*	*,3786,*
contig_806	17335	1	N	N	1	*	*,806,*
contig_725	17318	1	N	N	1	*	*,725,*
contig_1269	17306	1	N	N	1	*	*,1269,*
contig_1272	17292	1	N	N	1	*	*,1272,*
contig_1273	17287	1	N	N	1	*	*,1273,*
contig_831	17283	1	N	N	1	*	*,831,*
contig_1274	17265	1	N	N	1	*	*,1274,*
contig_3735	17256	1	N	N	1	*	*,3735,*
contig_1275	17246	1	N	N	1	*	*,1275,*
contig_3734	17234	1	N	N	1	*	*,3734,*
contig_653	17231	1	N	N	1	*	*,653,*
contig_1189	17230	1	N	N	1	*	*,1189,*
contig_3736	17213	1	N	N	1	*	*,3736,*
contig_1176	17180	2	N	N	1	*	*,1176,*
contig_3890	17129	1	N	N	1	*	*,3890,*
contig_1276	17056	1	N	N	1	*	*,1276,*
contig_1277	17055	1	N	N	1	*	*,1277,*
contig_1278	17054	1	N	N	1	*	*,1278,*
contig_1279	17053	1	N	N	1	*	*,1279,*
contig_1280	16988	1	N	N	1	*	*,1280,*
contig_3738	16955	3	N	N	2	*	*,3738,*
contig_3818	16951	1	N	N	1	*	*,3818,*
contig_1285	16932	1	N	N	1	*	*,1285,*
contig_1286	16921	1	N	N	1	*	*,1286,*
contig_3740	16909	1	N	N	1	*	*,3740,*
contig_1287	16884	1	N	N	1	*	*,1287,*
contig_490	16869	1	N	N	1	*	*,490,*
contig_1250	16864	1	N	N	1	*	*,1250,*
contig_3767	16853	1	N	N	1	*	*,3767,*
contig_3856	16851	1	N	N	1	*	*,3856,*
contig_206	16846	2	N	N	1	*	-208,206,-208
contig_3870	16829	1	N	N	1	*	*,3870,*
contig_960	16775	1	N	N	1	*	*,960,*
contig_3625	16756	1	N	N	1	*	*,3625,*
contig_1289	16752	1	N	N	1	*	*,1289,*
contig_1290	16737	1	N	N	1	*	*,1290,*
contig_940	16709	1	N	N	1	*	*,940,*
contig_2	16672	1	N	N	1	*	*,2,*
contig_1292	16670	1	N	N	1	*	*,1292,*
contig_1293	16644	1	N	N	1	*	*,1293,*
contig_1294	16618	1	N	N	1	*	*,1294,*
contig_1295	16578	1	N	N	1	*	*,1295,*
contig_1296	16558	1	N	N	1	*	*,1296,*
contig_1297	16541	1	N	N	1	*	*,1297,*
contig_1298	16539	1	N	N	1	*	*,1298,*
contig_1299	16500	1	N	N	1	*	*,1299,*
contig_1300	16482	1	N	N	1	*	*,1300,*
contig_3745	16451	1	N	N	1	*	*,3745,*
contig_1304	16436	1	N	N	1	*	*,1304,*
contig_1301	16405	1	N	N	1	*	*,1301,*
contig_1302	16398	1	N	N	1	*	*,1302,*
contig_3838	16398	1	N	N	1	*	*,3838,*
contig_3849	16397	1	N	N	1	*	*,3849,*
contig_1303	16375	1	N	N	1	*	*,1303,*
contig_667	16369	1	N	N	1	*	*,667,*
contig_193	16350	1	N	N	1	*	*,193,*
contig_1305	16340	1	N	N	1	*	*,1305,*
contig_1739	16312	1	N	N	1	*	*,1739,*
contig_1306	16279	1	N	N	1	*	*,1306,*
contig_217	16264	1	N	N	1	*	*,217,*
contig_788	16245	1	N	N	1	*	*,788,*
contig_1310	16235	1	N	N	1	*	*,1310,*
contig_1311	16214	1	N	N	1	*	*,1311,*
contig_1312	16207	1	N	N	1	*	*,1312,*
contig_1313	16194	1	N	N	1	*	*,1313,*
contig_3816	16187	1	N	N	1	*	*,3816,*
contig_1314	16186	1	N	N	1	*	*,1314,*
contig_3751	16185	1	N	N	1	*	*,3751,*
contig_1315	16134	1	N	N	1	*	*,1315,*
contig_1316	16131	1	N	N	1	*	*,1316,*
contig_3886	16124	1	N	N	1	*	*,3886,*
contig_3798	16094	1	N	N	1	*	*,3798,*
contig_1317	16077	1	N	N	1	*	*,1317,*
contig_1318	16073	1	N	N	1	*	*,1318,*
contig_256	16026	1	N	N	1	*	*,256,*
contig_1321	16025	1	N	N	1	*	*,1321,*
contig_1322	16002	1	N	N	1	*	*,1322,*
contig_1323	15996	1	N	N	1	*	*,1323,*
contig_3891	15978	1	N	N	1	*	*,3891,*
contig_3807	15953	1	N	N	1	*	*,3807,*
contig_3540	15945	2	N	N	1	*	*,3540,*
contig_3756	15944	1	N	N	1	*	*,3756,*
contig_3785	15942	1	N	N	1	*	*,3785,*
contig_3843	15897	1	N	N	1	*	*,3843,*
contig_1324	15893	1	N	N	1	*	*,1324,1326,*
contig_1330	15891	1	N	N	1	*	*,1330,*
