#seq_name	length	coverage	circular	repeat	mult	telomere	alt_group	graph_path
contig_653	17231	1	N	N	1	both	*	653
contig_654	39001	1	N	N	1	both	*	654
contig_655	38923	1	N	N	1	both	*	655
contig_656	38849	1	N	N	1	both	*	656
contig_657	38666	2	N	N	2	both	*	657
contig_658	38282	1	N	N	1	both	*	658
contig_659	19133	1	N	N	1	both	*	659
contig_660	38209	1	N	N	1	both	*	660
contig_662	38181	1	N	N	1	both	*	662
contig_663	37828	1	N	N	1	both	*	663
contig_664	37754	1	N	N	1	both	*	664
contig_665	37365	1	N	N	1	both	*	665
contig_666	37306	1	N	N	1	both	*	666
contig_667	16369	1	N	N	1	both	*	667
contig_668	42958	1	N	N	1	both	*	3548,668
contig_669	12452	1	N	N	1	both	*	669
contig_670	1421	1	N	N	1	both	*	670
contig_671	3461	1	N	N	1	both	*	671
contig_672	21284	1	N	N	1	both	*	-425,672
contig_673	14363	1	N	N	1	both	*	-425,673
contig_674	4864	1	N	N	1	both	*	674
contig_675	37025	1	N	N	1	both	*	675
contig_676	36646	1	N	N	1	both	*	676
contig_677	36517	1	N	N	1	both	*	677
contig_678	36412	1	N	N	1	both	*	678
contig_679	36298	1	N	N	1	both	*	679
contig_680	4785	1	N	N	1	both	*	680
contig_681	36219	2	N	N	2	both	*	681
contig_682	36219	1	N	N	1	both	*	682
contig_683	11142	1	N	N	1	both	*	683
contig_684	11430	1	N	N	1	both	*	684
contig_685	6698	1	N	N	1	both	*	685
contig_686	2861	1	N	N	1	both	*	686
contig_687	3241	1	N	N	1	both	*	687
contig_688	19687	1	N	N	1	both	*	688
contig_689	57314	1	N	N	1	both	*	3554,689
contig_690	5270	1	N	N	1	both	*	690
contig_691	9832	1	N	N	1	both	*	691
contig_692	13155	1	N	N	1	both	*	3554,692
contig_693	1390	1	N	N	1	both	*	693
contig_694	36113	1	N	N	1	both	*	694
contig_695	4187	1	N	N	1	both	*	695
contig_696	36091	1	N	N	1	both	*	696
contig_697	35878	1	N	N	1	both	*	697
contig_698	35834	1	N	N	1	both	*	698
contig_699	35816	1	N	N	1	both	*	699
contig_700	35505	2	N	N	2	both	*	700
contig_701	3169	1	N	N	1	both	*	701
contig_702	35727	1	N	N	1	both	*	702
contig_703	35608	1	N	N	1	both	*	703
contig_704	35506	1	N	N	1	both	*	704
contig_705	41952	1	N	N	1	both	*	705
contig_706	3332	1	N	N	1	both	*	706
contig_707	35332	1	N	N	1	both	*	707
contig_708	35311	1	N	N	1	both	*	708
contig_709	35293	1	N	N	1	both	*	709
contig_710	35219	1	N	N	1	both	*	710
contig_713	35121	1	N	N	1	both	*	713
contig_714	35090	1	N	N	1	both	*	714
contig_715	4409	1	N	N	1	both	*	715
contig_716	3728	1	N	N	1	both	*	716
contig_717	11704	1	N	N	1	both	*	717
contig_718	47785	1	N	N	1	both	*	718
contig_719	7593	1	N	N	1	right	*	-445,719,867
contig_720	5450	1	N	N	1	both	*	720
contig_721	34883	1	N	N	1	both	*	721
contig_722	34464	1	N	N	1	both	*	722
contig_723	8227	1	N	N	1	both	*	723
contig_724	25644	1	N	N	1	right	*	724
contig_725	17318	1	N	N	1	both	*	725
contig_726	34800	1	N	N	1	both	*	726
contig_727	1877	1	N	N	1	both	*	727
contig_728	34729	1	N	N	1	both	*	728
contig_729	34632	1	N	N	1	both	*	729
contig_730	34559	1	N	N	1	both	*	730
contig_731	34410	1	N	N	1	both	*	731
contig_732	34343	1	N	N	1	both	*	732
contig_733	65907	1	N	N	1	both	*	733
contig_734	33867	1	N	N	1	both	*	734
contig_735	35299	1	N	N	1	both	*	735
contig_736	4235	1	N	N	1	both	*	736
contig_737	3783	1	N	N	1	both	*	737
contig_738	33354	1	N	N	1	both	*	738
contig_739	7916	1	N	N	1	both	*	739
contig_740	4415	1	N	N	1	both	*	740
contig_741	2826	1	N	N	1	both	*	741
contig_742	18415	1	N	N	1	both	*	742
contig_743	33344	1	N	N	1	both	*	743
contig_744	33294	1	N	N	1	both	*	744
contig_745	33266	1	N	N	1	both	*	745
contig_746	33251	1	N	N	1	both	*	746
contig_747	592	1	N	N	1	both	*	747
contig_748	5458	1	N	N	1	both	*	748
contig_749	33195	1	N	N	1	both	*	749
contig_750	32792	1	N	N	1	both	*	750
contig_751	3007	1	N	N	1	both	*	751
contig_752	32967	1	N	N	1	both	*	752
contig_753	32746	1	N	N	1	both	*	753
contig_754	32515	1	N	N	1	both	*	754
contig_755	32411	1	N	N	1	both	*	755
contig_756	32342	1	N	N	1	both	*	756
contig_757	32255	1	N	N	1	both	*	757
contig_758	48286	1	N	N	1	both	*	758
contig_759	6122	1	N	N	1	both	*	759
contig_760	42844	1	N	N	1	both	*	760
contig_761	1369	1	N	N	1	both	*	761
contig_762	32065	1	N	N	1	both	*	762
contig_763	32028	1	N	N	1	both	*	763
contig_764	31971	1	N	N	1	both	*	764
contig_765	2545	1	N	N	1	both	*	765
contig_768	2965	1	N	N	1	both	*	768
contig_771	1031	1	N	N	1	both	*	771
contig_772	1029	1	N	N	1	both	*	772
contig_773	31892	1	N	N	1	both	*	773
contig_776	7860	1	N	N	1	both	*	776
contig_777	4435	1	N	N	1	both	*	777
contig_778	5610	1	N	N	1	both	*	778
contig_779	14740	1	N	N	1	right	*	342,779
contig_780	8401	1	N	N	1	both	*	780
contig_781	1632	1	N	N	1	both	*	781
contig_782	1364	1	N	N	1	both	*	782
contig_783	1711	1	N	N	1	both	*	783
contig_784	36600	1	N	N	1	both	*	784
contig_785	34635	1	N	N	1	both	*	785
contig_786	31389	1	N	N	1	both	*	786
contig_787	31329	1	N	N	1	both	*	3587,787
contig_788	16245	1	N	N	1	both	*	788
contig_789	8126	1	N	N	1	both	*	789
contig_790	31265	1	N	N	1	both	*	790
contig_791	32961	1	N	N	1	both	*	-3589,791
contig_792	4180	1	N	N	1	both	*	792
contig_793	3463	2	N	N	2	both	*	793
contig_794	1373	1	N	N	1	both	*	794
contig_795	31139	1	N	N	1	both	*	795
contig_796	31067	1	N	N	1	both	*	796
contig_797	31040	1	N	N	1	both	*	797
contig_798	30985	1	N	N	1	both	*	798
contig_799	61812	1	N	N	1	both	*	3590,799
contig_800	30829	1	N	N	1	both	*	800
contig_801	30720	1	N	N	1	both	*	801
contig_802	1454	1	N	N	1	both	*	802
contig_803	30672	1	N	N	1	both	*	803
contig_804	30650	1	N	N	1	both	*	804
contig_805	30647	1	N	N	1	both	*	805
contig_806	17335	1	N	N	1	both	*	806
contig_807	30621	1	N	N	1	both	*	807
contig_808	30555	1	N	N	1	both	*	808
contig_809	30491	1	N	N	1	both	*	809
contig_810	4080	1	N	N	1	both	*	810
contig_811	30378	1	N	N	1	both	*	811
contig_812	30334	1	N	N	1	both	*	812
contig_813	19667	1	N	N	1	both	*	813
contig_814	30298	1	N	N	1	both	*	814
contig_815	30094	1	N	N	1	both	*	815
contig_816	8314	1	N	N	1	both	*	816
contig_817	30052	1	N	N	1	both	*	817
contig_818	2066	1	N	N	1	both	*	818
contig_819	2003	1	N	N	1	both	*	819
contig_820	6788	1	N	N	1	both	*	820
contig_821	30051	2	N	N	2	both	*	821
contig_822	30050	1	N	N	1	both	*	822
contig_823	13359	1	N	N	1	both	*	823
contig_824	3571	1	N	N	1	both	*	824
contig_825	29884	1	N	N	1	both	*	825
contig_826	31123	1	N	N	1	both	*	826
contig_827	38197	1	N	N	1	both	*	827
contig_828	29778	1	N	N	1	both	*	828
contig_829	10504	2	N	N	2	both	*	829
contig_830	13160	1	N	N	1	both	*	830
contig_831	17283	1	N	N	1	both	*	831
contig_832	29686	1	N	N	1	both	*	832
contig_833	6812	1	N	N	1	both	*	833
contig_834	4955	1	N	N	1	both	*	834
contig_835	29524	1	N	N	1	both	*	835
contig_836	29466	1	N	N	1	both	*	836
contig_837	11938	1	N	N	1	both	*	837
contig_838	1527	1	N	N	1	both	*	838
contig_839	1210	1	N	N	1	both	*	839
contig_840	29403	1	N	N	1	both	*	840
contig_841	29362	1	N	N	1	both	*	841
contig_842	4950	1	N	N	1	both	*	842
contig_843	9277	1	N	N	1	both	*	843
contig_844	29234	1	N	N	1	both	*	844
contig_845	29201	1	N	N	1	both	*	845
contig_846	29151	1	N	N	1	both	*	846
contig_847	29096	1	N	N	1	both	*	847
contig_848	29029	1	N	N	1	both	*	848
contig_849	28963	1	N	N	1	both	*	849
contig_850	43316	1	N	N	1	both	*	850
contig_851	8133	1	N	N	1	both	*	851
contig_852	28797	1	N	N	1	both	*	852
contig_853	28788	1	N	N	1	both	*	853
contig_854	28771	1	N	N	1	both	*	854
contig_855	28678	1	N	N	1	both	*	855
contig_856	30797	1	N	N	1	both	*	856
contig_857	1620	1	N	N	1	both	*	857
contig_858	28608	1	N	N	1	both	*	858
contig_859	28571	1	N	N	1	both	*	859
contig_860	28490	1	N	N	1	both	*	860
contig_861	14325	1	N	N	1	both	*	-3644,861
contig_862	34655	2	N	N	2	right	*	862
contig_863	4049	1	N	N	1	both	*	863
contig_864	28223	1	N	N	1	both	*	864
contig_865	28072	1	N	N	1	both	*	865
contig_866	1843	1	N	N	1	both	*	866
contig_868	8518	1	N	N	1	both	*	868
contig_869	28057	1	N	N	1	both	*	869
contig_870	27953	1	N	N	1	both	*	870
contig_871	27916	1	N	N	1	both	*	871
contig_872	2675	1	N	N	1	both	*	872
contig_873	1930	1	N	N	1	both	*	873
contig_874	27868	1	N	N	1	both	*	874
contig_875	27855	1	N	N	1	both	*	875
contig_876	27832	1	N	N	1	both	*	876
contig_877	3216	1	N	N	1	both	*	877
contig_878	5854	1	N	N	1	both	*	878
contig_879	4663	1	N	N	1	both	*	879
contig_880	6003	1	N	N	1	both	*	880
contig_881	27656	1	N	N	1	both	*	881
contig_882	27485	1	N	N	1	both	*	882
contig_883	27463	1	N	N	1	both	*	883
contig_884	27428	1	N	N	1	both	*	884
contig_885	19476	1	N	N	1	both	*	3614,885
contig_886	27377	3	N	N	3	both	*	886
contig_887	27376	1	N	N	1	both	*	887
contig_888	27344	1	N	N	1	both	*	888
contig_889	27275	1	N	N	1	both	*	889
contig_890	27200	1	N	N	1	both	*	890
contig_891	27151	1	N	N	1	both	*	891
contig_892	19613	2	N	N	2	both	*	892
contig_893	31517	2	N	N	2	both	*	893,3623
contig_894	1188	1	N	N	1	both	*	894
contig_895	4637	1	N	N	1	both	*	895
contig_896	8682	1	N	N	1	both	*	896
contig_897	27128	1	N	N	1	both	*	897
contig_898	27040	1	N	N	1	both	*	898
contig_899	5269	1	N	N	1	both	*	899
contig_900	4063	1	N	N	1	both	*	900
contig_901	3839	1	N	N	1	both	*	901
contig_902	1568	1	N	N	1	both	*	902
contig_903	26961	1	N	N	1	both	*	903
contig_904	26832	1	N	N	1	both	*	904
contig_905	26736	1	N	N	1	both	*	905
contig_906	9906	1	N	N	1	both	*	906
contig_907	7454	1	N	N	1	both	*	907
contig_908	26637	1	N	N	1	both	*	908
contig_909	26551	1	N	N	1	both	*	909
contig_910	7641	1	N	N	1	both	*	910
contig_911	2036	1	N	N	1	both	*	911
contig_912	26425	1	N	N	1	both	*	912
contig_913	9585	1	N	N	1	both	*	913
contig_914	4296	1	N	N	1	both	*	914
contig_915	26190	1	N	N	1	both	*	915
contig_916	26179	1	N	N	1	both	*	916
contig_917	5379	1	N	N	1	both	*	917
contig_919	2075	1	N	N	1	both	*	919
contig_920	5504	1	N	N	1	right	*	-918,920,-3749
contig_921	1278	2	N	N	2	both	*	921
contig_922	3789	2	N	N	2	both	*	922
contig_924	6587	1	N	N	1	both	*	924
contig_925	11749	1	N	N	1	right	*	918,925
contig_926	8997	1	N	N	1	both	*	926
contig_927	2367	1	N	N	1	both	*	927
contig_928	2610	2	N	N	2	both	*	928
contig_929	4901	1	N	N	1	both	*	929
contig_930	2752	1	N	N	1	both	*	930
contig_931	1320	1	N	N	1	both	*	931
contig_932	26010	1	N	N	1	both	*	932
contig_933	25999	1	N	N	1	both	*	933
contig_934	25875	1	N	N	1	both	*	934
contig_935	25852	1	N	N	1	both	*	935
contig_936	25783	1	N	N	1	both	*	936
contig_937	25782	1	N	N	1	both	*	937
contig_938	1528	1	N	N	1	both	*	938
contig_939	1512	1	N	N	1	both	*	939
contig_940	16709	1	N	N	1	both	*	940
contig_941	32622	1	N	N	1	both	*	941,3673
contig_942	34869	2	N	N	2	both	*	942
contig_943	5058	1	N	N	1	both	*	943
contig_944	25636	1	N	N	1	both	*	944
contig_945	25632	1	N	N	1	both	*	945
contig_946	25624	1	N	N	1	both	*	946
contig_947	25604	1	N	N	1	both	*	947
contig_948	25082	1	N	N	1	both	*	948
contig_951	25590	1	N	N	1	both	*	951
contig_952	25471	1	N	N	1	both	*	952
contig_953	25468	1	N	N	1	both	*	953
contig_954	25949	1	N	N	1	both	*	954
contig_955	25450	1	N	N	1	both	*	955
contig_956	25435	1	N	N	1	both	*	956
contig_957	25421	1	N	N	1	both	*	957
contig_958	25388	1	N	N	1	both	*	958
contig_959	26421	1	N	N	1	both	*	959
contig_960	16463	1	N	N	1	both	*	960
contig_961	25343	1	N	N	1	both	*	961
contig_962	25326	1	N	N	1	both	*	962
contig_963	25326	1	N	N	1	both	*	963
contig_964	25292	1	N	N	1	both	*	964
contig_965	25252	1	N	N	1	both	*	965
contig_966	25216	1	N	N	1	both	*	966
contig_967	25205	1	N	N	1	both	*	967
contig_968	1432	1	N	N	1	both	*	968
contig_969	42408	1	N	N	1	both	*	969
contig_970	15127	1	N	N	1	both	*	970
contig_971	25094	1	N	N	1	both	*	971
contig_972	25092	1	N	N	1	both	*	972
contig_973	6023	1	N	N	1	both	*	973
contig_974	24883	1	N	N	1	both	*	974
contig_975	3391	1	N	N	1	both	*	975
contig_976	2334	1	N	N	1	both	*	976
contig_977	24811	1	N	N	1	both	*	977
contig_978	3583	1	N	N	1	both	*	978
contig_979	24739	1	N	N	1	both	*	979
contig_980	24716	1	N	N	1	both	*	980
contig_981	29208	1	N	N	1	both	*	981
contig_982	9914	1	N	N	1	both	*	982
contig_983	20272	1	N	N	1	both	*	983
contig_984	21694	2	N	N	2	both	*	984
contig_985	24551	1	N	N	1	both	*	985
contig_986	24415	1	N	N	1	both	*	986
contig_987	9524	1	N	N	1	both	*	987
contig_988	24350	1	N	N	1	both	*	988
contig_989	24267	1	N	N	1	both	*	989
contig_990	4972	1	N	N	1	both	*	990
contig_991	24206	1	N	N	1	both	*	991
contig_992	13624	1	N	N	1	both	*	992
contig_993	24194	1	N	N	1	both	*	993
contig_994	24190	1	N	N	1	both	*	994
contig_995	24148	1	N	N	1	both	*	995
contig_996	24080	1	N	N	1	both	*	996
contig_997	7622	1	N	N	1	both	*	997
contig_998	3219	2	N	N	2	both	*	998
contig_999	39782	1	N	N	1	both	*	999
contig_1003	3397	1	N	N	1	both	*	1003
contig_1004	2073	1	N	N	1	both	*	1004
contig_1005	5888	1	N	N	1	both	*	1005
contig_1006	1970	1	N	N	1	both	*	1006
contig_1007	23938	1	N	N	1	both	*	1007
contig_1008	23664	1	N	N	1	both	*	1008
contig_1009	23639	1	N	N	1	both	*	1009
contig_1010	23637	1	N	N	1	both	*	1010
contig_1011	8411	1	N	N	1	both	*	1011
contig_1012	3485	1	N	N	1	both	*	1012
contig_1013	23526	1	N	N	1	both	*	1013
contig_1014	23505	1	N	N	1	both	*	1014
contig_1015	23325	1	N	N	1	both	*	3658,1015
contig_1016	23267	1	N	N	1	both	*	1016
contig_1017	23262	1	N	N	1	both	*	1017
contig_1018	23238	1	N	N	1	both	*	1018
contig_1019	23223	1	N	N	1	both	*	1019
contig_1020	23210	1	N	N	1	both	*	1020
contig_1021	23163	1	N	N	1	both	*	1021
contig_1022	23142	1	N	N	1	both	*	1022
contig_1023	23111	1	N	N	1	both	*	1023
contig_1024	23068	1	N	N	1	both	*	1024
contig_1025	23029	1	N	N	1	both	*	1025
contig_1026	23010	1	N	N	1	both	*	1026
contig_1027	22946	1	N	N	1	both	*	1027
contig_1028	22899	1	N	N	1	both	*	1028
contig_1029	22880	1	N	N	1	both	*	1029
contig_1030	22796	1	N	N	1	both	*	1030
contig_1031	22764	1	N	N	1	both	*	1031
contig_1032	2081	1	N	N	1	both	*	1032
contig_1033	22762	1	N	N	1	both	*	1033
contig_1034	22705	1	N	N	1	both	*	1034
contig_1035	22666	2	N	N	2	both	*	1035
contig_1036	22628	1	N	N	1	both	*	1036
contig_1037	22547	1	N	N	1	both	*	1037
contig_1038	5252	1	N	N	1	both	*	1038
contig_1039	22526	1	N	N	1	both	*	1039
contig_1040	22518	1	N	N	1	both	*	1040
contig_1041	22511	1	N	N	1	both	*	1041
contig_1042	22509	1	N	N	1	both	*	1042
contig_1043	22499	1	N	N	1	both	*	1043
contig_1044	2422	1	N	N	1	both	*	1044
contig_1045	24087	1	N	N	1	both	*	1045
contig_1046	1019	1	N	N	1	both	*	1046
contig_1047	37721	1	N	N	1	both	*	1047
contig_1048	4617	1	N	N	1	both	*	1048
contig_1049	239325	1	N	N	1	both	*	1049
contig_1050	7918	1	N	N	1	both	*	1050
contig_1051	7643	1	N	N	1	both	*	1051
contig_1052	5499	1	N	N	1	both	*	1052
contig_1053	1674	5	N	N	5	both	*	1053
contig_1054	6760	1	N	N	1	both	*	1054
contig_1055	22065	1	N	N	1	both	*	1055
contig_1056	21981	1	N	N	1	both	*	1056
contig_1057	21878	1	N	N	1	both	*	1057
contig_1058	21838	1	N	N	1	both	*	1058
contig_1059	15487	1	N	N	1	both	*	1059
contig_1060	21814	1	N	N	1	both	*	1060
contig_1061	21787	1	N	N	1	both	*	1061
contig_1062	21778	1	N	N	1	both	*	1062
contig_1063	21756	1	N	N	1	both	*	1063
contig_1064	22536	2	N	N	2	both	*	1064
contig_1065	9509	1	N	N	1	both	*	1065
contig_1066	21736	1	N	N	1	both	*	1066
contig_1067	21678	2	N	N	2	both	*	1067
contig_1068	21655	1	N	N	1	both	*	1068
contig_1069	13637	1	N	N	1	both	*	1069
contig_1070	21621	1	N	N	1	both	*	1070
contig_1071	21594	2	N	N	2	both	*	1071
contig_1072	21591	1	N	N	1	both	*	1072
contig_1073	6299	1	N	N	1	both	*	1073
contig_1074	25927	1	N	N	1	both	*	1074
contig_1075	11074	2	N	N	2	both	*	1075
contig_1076	21576	1	N	N	1	both	*	1076
contig_1077	21542	1	N	N	1	both	*	1077
contig_1078	28531	1	N	N	1	both	*	1078
contig_1079	5717	1	N	N	1	both	*	1079
contig_1080	32895	1	N	N	1	both	*	1080
contig_1081	21508	1	N	N	1	both	*	1081
contig_1082	21501	1	N	N	1	both	*	1082
contig_1083	10895	1	N	N	1	both	*	1083
contig_1084	7932	2	N	N	2	both	*	1084
contig_1085	3986	1	N	N	1	both	*	1085
contig_1086	4511	1	N	N	1	both	*	1086
contig_1087	8311	1	N	N	1	both	*	1087
contig_1088	6117	1	N	N	1	both	*	1088
contig_1089	15786	1	N	N	1	both	*	1089
contig_1090	4595	1	N	N	1	both	*	1090
contig_1091	1714	2	N	N	2	both	*	1091
contig_1092	21345	1	N	N	1	both	*	1092
contig_1093	21339	1	N	N	1	both	*	1093
contig_1094	21160	1	N	N	1	both	*	1094
contig_1095	9312	1	N	N	1	both	*	1095
contig_1096	3333	1	N	N	1	both	*	1096
contig_1097	20977	1	N	N	1	both	*	1097
contig_1098	20968	1	N	N	1	both	*	1098
contig_1099	20927	1	N	N	1	both	*	1099
contig_1100	4339	1	N	N	1	both	*	1100
contig_1101	28776	1	N	N	1	both	*	1101
contig_1102	20901	1	N	N	1	both	*	1102
contig_1103	20898	1	N	N	1	both	*	1103
contig_1104	20834	1	N	N	1	both	*	1104
contig_1105	20831	1	N	N	1	both	*	1105
contig_1106	2876	1	N	N	1	both	*	1106
contig_1107	20726	1	N	N	1	both	*	1107
contig_1108	20669	1	N	N	1	both	*	1108
contig_1109	6475	1	N	N	1	both	*	1109
contig_1110	20610	1	N	N	1	both	*	1110
contig_1111	5122	1	N	N	1	both	*	1111
contig_1112	20586	1	N	N	1	both	*	1112
contig_1113	1739	1	N	N	1	both	*	1113
contig_1114	20567	1	N	N	1	both	*	1114
contig_1115	20565	1	N	N	1	both	*	1115
contig_1116	17468	1	N	N	1	both	*	1116
contig_1117	20498	1	N	N	1	both	*	1117
contig_1118	20488	1	N	N	1	both	*	1118
contig_1119	13214	2	N	N	2	both	*	1119
contig_1120	26395	1	N	N	1	both	*	1120
contig_1121	1074	1	N	N	1	both	*	1121
contig_1122	20392	1	N	N	1	both	*	1122
contig_1123	1524	1	N	N	1	both	*	1123
contig_1124	4536	1	N	N	1	both	*	1124
contig_1125	21426	2	N	N	2	both	*	1125
contig_1126	20347	1	N	N	1	both	*	1126
contig_1127	20338	1	N	N	1	both	*	1127
contig_1128	20285	1	N	N	1	both	*	1128
contig_1129	7358	1	N	N	1	both	*	1129
contig_1130	4547	1	N	N	1	both	*	1130
contig_1131	20058	1	N	N	1	both	*	1131
contig_1132	20036	1	N	N	1	both	*	1132
contig_1133	20017	1	N	N	1	both	*	1133
contig_1134	20004	1	N	N	1	both	*	1134
contig_1135	19990	1	N	N	1	both	*	1135
contig_1136	19972	1	N	N	1	both	*	1136
contig_1137	19928	1	N	N	1	both	*	1137
contig_1138	19918	1	N	N	1	both	*	1138
contig_1139	19910	1	N	N	1	both	*	1139
contig_1140	2879	1	N	N	1	both	*	1140
contig_1141	19905	1	N	N	1	both	*	1141
contig_1142	19857	1	N	N	1	both	*	1142
contig_1143	19838	1	N	N	1	both	*	1143
contig_1144	19830	1	N	N	1	both	*	1144
contig_1145	6954	1	N	N	1	both	*	1145
contig_1146	2550	1	N	N	1	both	*	1146
contig_1147	19657	1	N	N	1	both	*	1147
contig_1148	19594	1	N	N	1	both	*	1148
contig_1149	10861	1	N	N	1	both	*	1149
contig_1150	7760	1	N	N	1	both	*	1150
contig_1151	2425	1	N	N	1	both	*	1151
contig_1152	28848	2	N	N	2	both	*	1152
contig_1153	9628	1	N	N	1	both	*	1153
contig_1154	19543	1	N	N	1	both	*	1154
contig_1155	19519	1	N	N	1	both	*	1155
contig_1156	19491	1	N	N	1	both	*	1156
contig_1157	19451	1	N	N	1	both	*	1157
contig_1158	19446	1	N	N	1	both	*	1158
contig_1159	19434	1	N	N	1	both	*	1159
contig_1160	19409	1	N	N	1	both	*	1160
contig_1161	19408	1	N	N	1	both	*	1161
contig_1162	19408	1	N	N	1	both	*	1162
contig_1163	19367	1	N	N	1	both	*	1163
contig_1164	19294	1	N	N	1	both	*	1164
contig_1165	19282	1	N	N	1	both	*	1165
contig_1166	19280	1	N	N	1	both	*	1166
contig_1167	19182	1	N	N	1	both	*	1167
contig_1168	19167	1	N	N	1	both	*	1168
contig_1169	19121	1	N	N	1	both	*	1169
contig_1170	19103	1	N	N	1	both	*	1170
contig_1171	18916	1	N	N	1	both	*	1171
contig_1172	18882	1	N	N	1	both	*	1172
contig_1173	18877	1	N	N	1	both	*	1173
contig_1174	18874	1	N	N	1	both	*	1174
contig_1175	1641	1	N	N	1	both	*	1175
contig_1176	17180	1	N	N	1	both	*	1176
contig_1177	5420	1	N	N	1	both	*	1177
contig_1178	5763	1	N	N	1	both	*	1178
contig_1179	11699	1	N	N	1	both	*	1179
contig_1180	3534	1	N	N	1	both	*	1180
contig_1181	18771	1	N	N	1	both	*	1181
contig_1182	18744	1	N	N	1	both	*	1182
contig_1183	18742	1	N	N	1	both	*	1183
contig_1184	18722	1	N	N	1	both	*	1184
contig_1185	18713	1	N	N	1	both	*	1185
contig_1186	1172	1	N	N	1	both	*	1186
contig_1187	18695	1	N	N	1	both	*	1187
contig_1188	1446	1	N	N	1	both	*	1188
contig_1189	17222	2	N	N	2	both	*	1189
contig_1190	7680	2	N	N	2	both	*	1190
contig_1191	13804	1	N	N	1	both	*	1191
contig_1192	1354	1	N	N	1	both	*	1192
contig_1193	18667	1	N	N	1	both	*	1193
contig_1194	18665	1	N	N	1	both	*	1194
contig_1195	18619	1	N	N	1	both	*	1195
contig_1196	2450	1	N	N	1	both	*	1196
contig_1198	3589	1	N	N	1	both	*	1198
contig_1199	1731	1	N	N	1	both	*	1199
contig_1200	3877	1	N	N	1	both	*	1200
contig_1201	2646	1	N	N	1	both	*	1201
contig_1202	7224	1	N	N	1	both	*	1202
contig_1203	6154	1	N	N	1	both	*	1203
contig_1204	2546	1	N	N	1	both	*	1204
contig_1205	2254	1	N	N	1	both	*	1205
contig_1206	3403	1	N	N	1	both	*	1206
contig_1207	18483	1	N	N	1	both	*	1207
contig_1208	18449	1	N	N	1	both	*	1208
contig_1209	18472	1	N	N	1	both	*	1209
contig_1215	2850	1	N	N	1	both	*	1215
contig_1216	1144	1	N	N	1	both	*	1216
contig_1217	3961	1	N	N	1	both	*	1217
contig_1218	7788	1	N	N	1	both	*	1218
contig_1219	3905	1	N	N	1	both	*	1219
contig_1220	18304	1	N	N	1	both	*	1220
contig_1221	18292	1	N	N	1	both	*	1221
contig_1222	24983	1	N	N	1	both	*	1222
contig_1223	5471	1	N	N	1	both	*	1223
contig_1224	1886	1	N	N	1	both	*	1224
contig_1225	18248	1	N	N	1	both	*	1225
contig_1226	18212	1	N	N	1	both	*	1226
contig_1227	20881	1	N	N	1	both	*	1227
contig_1228	18124	1	N	N	1	both	*	1228
contig_1229	15000	1	N	N	1	both	*	1229
contig_1230	11171	1	N	N	1	both	*	1230
contig_1231	4750	1	N	N	1	both	*	1231
contig_1232	18105	1	N	N	1	both	*	1232
contig_1233	18051	1	N	N	1	both	*	1233
contig_1234	18043	1	N	N	1	both	*	1234
contig_1235	18032	1	N	N	1	both	*	1235
contig_1236	18032	1	N	N	1	both	*	1236
contig_1237	18003	1	N	N	1	both	*	1237
contig_1238	17976	1	N	N	1	both	*	1238
contig_1239	32724	1	N	N	1	both	*	1239
contig_1240	5320	1	N	N	1	both	*	1240
contig_1241	17968	1	N	N	1	both	*	1241
contig_1242	17957	1	N	N	1	both	*	1242
contig_1243	17955	1	N	N	1	both	*	1243
contig_1244	17935	1	N	N	1	both	*	1244
contig_1245	17920	1	N	N	1	both	*	1245
contig_1246	17910	1	N	N	1	both	*	1246
contig_1247	13117	1	N	N	1	both	*	3725,1247
contig_1248	17823	1	N	N	1	both	*	1248
contig_1249	17776	1	N	N	1	both	*	1249
contig_1250	16824	1	N	N	1	both	*	1250
contig_1251	17778	1	N	N	1	both	*	1251
contig_1254	17721	1	N	N	1	both	*	1254
contig_1255	17703	1	N	N	1	both	*	1255
contig_1256	17674	1	N	N	1	both	*	1256
contig_1257	17670	1	N	N	1	both	*	1257
contig_1258	17609	1	N	N	1	both	*	1258
contig_1259	4292	1	N	N	1	both	*	1259
contig_1260	17621	1	N	N	1	both	*	1260
contig_1261	21281	1	N	N	1	both	*	1261
contig_1262	17564	1	N	N	1	both	*	1262
contig_1263	17532	1	N	N	1	both	*	1263
contig_1264	17528	1	N	N	1	both	*	1264
contig_1265	17474	1	N	N	1	both	*	1265
contig_1266	7692	1	N	N	1	both	*	1266
contig_1267	17440	1	N	N	1	both	*	1267
contig_1268	17377	1	N	N	1	both	*	1268
contig_1269	17306	1	N	N	1	both	*	1269
contig_1270	6272	1	N	N	1	both	*	1270
contig_1271	24486	1	N	N	1	both	*	1271
contig_1272	17292	1	N	N	1	both	*	1272
contig_1273	17287	1	N	N	1	both	*	1273
contig_1274	17265	1	N	N	1	both	*	1274
contig_1275	17246	1	N	N	1	both	*	1275
contig_1276	17056	1	N	N	1	both	*	1276
contig_1277	17055	1	N	N	1	both	*	1277
contig_1278	17054	1	N	N	1	both	*	1278
contig_1279	17053	1	N	N	1	both	*	1279
contig_1280	16988	1	N	N	1	both	*	1280
contig_1283	5903	1	N	N	1	both	*	1283
contig_1284	6965	1	N	N	1	both	*	1284
contig_1285	16932	1	N	N	1	both	*	1285
contig_1286	16921	1	N	N	1	both	*	1286
